,k,rhoa,r
850,-4665.265090580819,1.0,-0.00021435009170625745
851,-5150.815688485627,1.0,-0.00019414400756669406
852,-5668.829410477594,1.0,-0.00017640326204766688
853,-6220.353454107875,1.0,-0.00016076256877969007
854,-6806.435016927535,1.0,-0.00014691978950992848
855,-7428.121296487948,1.0,-0.00013462354208900774
856,-8086.459490339976,1.0,-0.00012366351444591944
857,-8782.496796035577,1.0,-0.00011386283687019395
858,-9517.28041112493,1.0,-0.00010507203284996006
859,-10291.857533160337,1.0,-9.716418992179038e-05
860,-11107.275359691725,1.0,-9.003108031596999e-05
861,-11964.581088271543,1.0,-8.358002613064863e-05
862,-12864.821916449962,1.0,-7.773135193743508e-05
863,-13809.045041779282,1.0,-7.241630373240864e-05
864,-14798.297661809585,1.0,-6.757534027584337e-05
865,-15833.626974093131,1.0,-6.315672344916253e-05
866,-248.78395204272908,1.0,-0.004019551871369292
867,-223.50992174247463,1.0,-0.00447407431492991
868,-198.68450836216527,1.0,-0.005033105037948828
869,2.5132741228718345,1.0,0.3978873577297384
870,-15.70796326794897,1.0,-0.06366197723675812
871,-4.886921905584123,1.0,-0.204627783975294
872,-13.962634015954636,1.0,-0.0716197243913529
873,-28.274333882308145,1.0,-0.03536776513153229
874,-48.869219055841214,1.0,-0.020462778397529406
875,-76.79448708775051,1.0,-0.013021768071155071
876,-113.09733552923261,1.0,-0.00884194128288307
877,-158.82496193148398,1.0,-0.006296239506932123
878,-215.0245638457016,1.0,-0.00465063145398395
879,-282.74333882308133,1.0,-0.0035367765131532306
880,-363.0284844148207,1.0,-0.0027546047842828027
881,-456.92719817211463,1.0,-0.00218853244893363
882,-565.4866776461632,1.0,-0.0017683882565766135
883,-689.7541203881602,1.0,-0.001449791991727789
884,-830.7767239493037,1.0,-0.00120369284691349
885,-989.6016858807833,1.0,-0.0010105075751866387
886,-1167.2762037338007,1.0,-0.0008566952678391546
887,-1364.8474750595656,1.0,-0.0007326826024690834
888,-1583.3626974092565,1.0,-0.0006315672344916479
889,-1823.86906833408,1.0,-0.000548284971417054
890,-2087.4137853852153,1.0,-0.0004790617016144013
891,-2375.044046113875,1.0,-0.00042104482299443365
892,-2687.807048071285,1.0,-0.000372050516318714
893,-3026.7499888085767,1.0,-0.00033038738042372347
894,-3392.9200658769864,1.0,-0.00029473137609610164
895,-3787.3644768276736,1.0,-0.00026403585029070344
896,-4211.130419211901,1.0,-0.000237465929679553
897,-4665.265090580819,1.0,-0.00021435009170625745
898,-5150.815688485627,1.0,-0.00019414400756669406
899,-5668.829410477594,1.0,-0.00017640326204766688
900,-6220.353454107875,1.0,-0.00016076256877969007
901,-6806.435016927535,1.0,-0.00014691978950992848
902,-7428.121296487948,1.0,-0.00013462354208900774
903,-8086.459490339976,1.0,-0.00012366351444591944
904,-8782.496796035577,1.0,-0.00011386283687019395
905,-9517.28041112493,1.0,-0.00010507203284996006
906,-10291.857533160337,1.0,-9.716418992179038e-05
907,-11107.275359691725,1.0,-9.003108031596999e-05
908,-11964.581088271543,1.0,-8.358002613064863e-05
909,-12864.821916449962,1.0,-7.773135193743508e-05
910,-13809.045041779282,1.0,-7.241630373240864e-05
911,-14798.297661809585,1.0,-6.757534027584337e-05
912,-274.237841848458,1.0,-0.0036464697696702024
913,-248.78395204272908,1.0,-0.004019551871369292
914,-223.50992174247463,1.0,-0.00447407431492991
915,2.5132741228718345,1.0,0.3978873577297384
916,-15.70796326794897,1.0,-0.06366197723675812
917,-4.886921905584123,1.0,-0.204627783975294
918,-13.962634015954636,1.0,-0.0716197243913529
919,-28.274333882308145,1.0,-0.03536776513153229
920,-48.869219055841214,1.0,-0.020462778397529406
921,-76.79448708775051,1.0,-0.013021768071155071
922,-113.09733552923261,1.0,-0.00884194128288307
923,-158.82496193148398,1.0,-0.006296239506932123
924,-215.0245638457016,1.0,-0.00465063145398395
925,-282.74333882308133,1.0,-0.0035367765131532306
926,-363.0284844148207,1.0,-0.0027546047842828027
927,-456.92719817211463,1.0,-0.00218853244893363
928,-565.4866776461632,1.0,-0.0017683882565766135
929,-689.7541203881602,1.0,-0.001449791991727789
930,-830.7767239493037,1.0,-0.00120369284691349
931,-989.6016858807833,1.0,-0.0010105075751866387
932,-1167.2762037338007,1.0,-0.0008566952678391546
933,-1364.8474750595656,1.0,-0.0007326826024690834
934,-1583.3626974092565,1.0,-0.0006315672344916479
935,-1823.86906833408,1.0,-0.000548284971417054
936,-2087.4137853852153,1.0,-0.0004790617016144013
937,-2375.044046113875,1.0,-0.00042104482299443365
938,-2687.807048071285,1.0,-0.000372050516318714
939,-3026.7499888085767,1.0,-0.00033038738042372347
940,-3392.9200658769864,1.0,-0.00029473137609610164
941,-3787.3644768276736,1.0,-0.00026403585029070344
942,-4211.130419211901,1.0,-0.000237465929679553
943,-4665.265090580819,1.0,-0.00021435009170625745
944,-5150.815688485627,1.0,-0.00019414400756669406
945,-5668.829410477594,1.0,-0.00017640326204766688
946,-6220.353454107875,1.0,-0.00016076256877969007
947,-6806.435016927535,1.0,-0.00014691978950992848
948,-7428.121296487948,1.0,-0.00013462354208900774
949,-8086.459490339976,1.0,-0.00012366351444591944
950,-8782.496796035577,1.0,-0.00011386283687019395
951,-9517.28041112493,1.0,-0.00010507203284996006
952,-10291.857533160337,1.0,-9.716418992179038e-05
953,-11107.275359691725,1.0,-9.003108031596999e-05
954,-11964.581088271543,1.0,-8.358002613064863e-05
955,-12864.821916449962,1.0,-7.773135193743508e-05
956,-13809.045041779282,1.0,-7.241630373240864e-05
957,-299.5844636203102,1.0,-0.003337956808292262
958,-274.237841848458,1.0,-0.0036464697696702024
959,-248.78395204272908,1.0,-0.004019551871369292
960,2.5132741228718345,1.0,0.3978873577297384
961,-15.70796326794897,1.0,-0.06366197723675812
962,-4.886921905584123,1.0,-0.204627783975294
963,-13.962634015954636,1.0,-0.0716197243913529
964,-28.274333882308145,1.0,-0.03536776513153229
965,-48.869219055841214,1.0,-0.020462778397529406
966,-76.79448708775051,1.0,-0.013021768071155071
967,-113.09733552923261,1.0,-0.00884194128288307
968,-158.82496193148398,1.0,-0.006296239506932123
969,-215.0245638457016,1.0,-0.00465063145398395
970,-282.74333882308133,1.0,-0.0035367765131532306
971,-363.0284844148207,1.0,-0.0027546047842828027
972,-456.92719817211463,1.0,-0.00218853244893363
973,-565.4866776461632,1.0,-0.0017683882565766135
974,-689.7541203881602,1.0,-0.001449791991727789
975,-830.7767239493037,1.0,-0.00120369284691349
976,-989.6016858807833,1.0,-0.0010105075751866387
977,-1167.2762037338007,1.0,-0.0008566952678391546
978,-1364.8474750595656,1.0,-0.0007326826024690834
979,-1583.3626974092565,1.0,-0.0006315672344916479
980,-1823.86906833408,1.0,-0.000548284971417054
981,-2087.4137853852153,1.0,-0.0004790617016144013
982,-2375.044046113875,1.0,-0.00042104482299443365
983,-2687.807048071285,1.0,-0.000372050516318714
984,-3026.7499888085767,1.0,-0.00033038738042372347
985,-3392.9200658769864,1.0,-0.00029473137609610164
986,-3787.3644768276736,1.0,-0.00026403585029070344
987,-4211.130419211901,1.0,-0.000237465929679553
988,-4665.265090580819,1.0,-0.00021435009170625745
989,-5150.815688485627,1.0,-0.00019414400756669406
990,-5668.829410477594,1.0,-0.00017640326204766688
991,-6220.353454107875,1.0,-0.00016076256877969007
992,-6806.435016927535,1.0,-0.00014691978950992848
993,-7428.121296487948,1.0,-0.00013462354208900774
994,-8086.459490339976,1.0,-0.00012366351444591944
995,-8782.496796035577,1.0,-0.00011386283687019395
996,-9517.28041112493,1.0,-0.00010507203284996006
997,-10291.857533160337,1.0,-9.716418992179038e-05
998,-11107.275359691725,1.0,-9.003108031596999e-05
999,-11964.581088271543,1.0,-8.358002613064863e-05
1000,-12864.821916449962,1.0,-7.773135193743508e-05
1001,-324.52142987892296,1.0,-0.003081460599915063
1002,-299.5844636203102,1.0,-0.003337956808292262
1003,-274.237841848458,1.0,-0.0036464697696702024
1004,2.5132741228718345,1.0,0.3978873577297384
1005,-15.70796326794897,1.0,-0.06366197723675812
1006,-4.886921905584123,1.0,-0.204627783975294
1007,-13.962634015954636,1.0,-0.0716197243913529
1008,-28.274333882308145,1.0,-0.03536776513153229
1009,-48.869219055841214,1.0,-0.020462778397529406
1010,-76.79448708775051,1.0,-0.013021768071155071
1011,-113.09733552923261,1.0,-0.00884194128288307
1012,-158.82496193148398,1.0,-0.006296239506932123
1013,-215.0245638457016,1.0,-0.00465063145398395
1014,-282.74333882308133,1.0,-0.0035367765131532306
1015,-363.0284844148207,1.0,-0.0027546047842828027
1016,-456.92719817211463,1.0,-0.00218853244893363
1017,-565.4866776461632,1.0,-0.0017683882565766135
1018,-689.7541203881602,1.0,-0.001449791991727789
1019,-830.7767239493037,1.0,-0.00120369284691349
1020,-989.6016858807833,1.0,-0.0010105075751866387
1021,-1167.2762037338007,1.0,-0.0008566952678391546
1022,-1364.8474750595656,1.0,-0.0007326826024690834
1023,-1583.3626974092565,1.0,-0.0006315672344916479
1024,-1823.86906833408,1.0,-0.000548284971417054
1025,-2087.4137853852153,1.0,-0.0004790617016144013
1026,-2375.044046113875,1.0,-0.00042104482299443365
1027,-2687.807048071285,1.0,-0.000372050516318714
1028,-3026.7499888085767,1.0,-0.00033038738042372347
1029,-3392.9200658769864,1.0,-0.00029473137609610164
1030,-3787.3644768276736,1.0,-0.00026403585029070344
1031,-4211.130419211901,1.0,-0.000237465929679553
1032,-4665.265090580819,1.0,-0.00021435009170625745
1033,-5150.815688485627,1.0,-0.00019414400756669406
1034,-5668.829410477594,1.0,-0.00017640326204766688
1035,-6220.353454107875,1.0,-0.00016076256877969007
1036,-6806.435016927535,1.0,-0.00014691978950992848
1037,-7428.121296487948,1.0,-0.00013462354208900774
1038,-8086.459490339976,1.0,-0.00012366351444591944
1039,-8782.496796035577,1.0,-0.00011386283687019395
1040,-9517.28041112493,1.0,-0.00010507203284996006
1041,-10291.857533160337,1.0,-9.716418992179038e-05
1042,-11107.275359691725,1.0,-9.003108031596999e-05
1043,-11964.581088271543,1.0,-8.358002613064863e-05
1044,-348.7351206923598,1.0,-0.0028675058537684824
1045,-324.52142987892296,1.0,-0.003081460599915063
1046,-299.5844636203102,1.0,-0.003337956808292262
1047,2.5132741228718345,1.0,0.3978873577297384
1048,-15.70796326794897,1.0,-0.06366197723675812
1049,-4.886921905584123,1.0,-0.204627783975294
1050,-13.962634015954636,1.0,-0.0716197243913529
1051,-28.274333882308145,1.0,-0.03536776513153229
1052,-48.869219055841214,1.0,-0.020462778397529406
1053,-76.79448708775051,1.0,-0.013021768071155071
1054,-113.09733552923261,1.0,-0.00884194128288307
1055,-158.82496193148398,1.0,-0.006296239506932123
1056,-215.0245638457016,1.0,-0.00465063145398395
1057,-282.74333882308133,1.0,-0.0035367765131532306
1058,-363.0284844148207,1.0,-0.0027546047842828027
1059,-456.92719817211463,1.0,-0.00218853244893363
1060,-565.4866776461632,1.0,-0.0017683882565766135
1061,-689.7541203881602,1.0,-0.001449791991727789
1062,-830.7767239493037,1.0,-0.00120369284691349
1063,-989.6016858807833,1.0,-0.0010105075751866387
1064,-1167.2762037338007,1.0,-0.0008566952678391546
1065,-1364.8474750595656,1.0,-0.0007326826024690834
1066,-1583.3626974092565,1.0,-0.0006315672344916479
1067,-1823.86906833408,1.0,-0.000548284971417054
1068,-2087.4137853852153,1.0,-0.0004790617016144013
1069,-2375.044046113875,1.0,-0.00042104482299443365
1070,-2687.807048071285,1.0,-0.000372050516318714
1071,-3026.7499888085767,1.0,-0.00033038738042372347
1072,-3392.9200658769864,1.0,-0.00029473137609610164
1073,-3787.3644768276736,1.0,-0.00026403585029070344
1074,-4211.130419211901,1.0,-0.000237465929679553
1075,-4665.265090580819,1.0,-0.00021435009170625745
1076,-5150.815688485627,1.0,-0.00019414400756669406
1077,-5668.829410477594,1.0,-0.00017640326204766688
1078,-6220.353454107875,1.0,-0.00016076256877969007
1079,-6806.435016927535,1.0,-0.00014691978950992848
1080,-7428.121296487948,1.0,-0.00013462354208900774
1081,-8086.459490339976,1.0,-0.00012366351444591944
1082,-8782.496796035577,1.0,-0.00011386283687019395
1083,-9517.28041112493,1.0,-0.00010507203284996006
1084,-10291.857533160337,1.0,-9.716418992179038e-05
1085,-11107.275359691725,1.0,-9.003108031596999e-05
1086,-371.90561991654,1.0,-0.002688854231953827
1087,-348.7351206923598,1.0,-0.0028675058537684824
1088,-324.52142987892296,1.0,-0.003081460599915063
1089,2.5132741228718345,1.0,0.3978873577297384
1090,-15.70796326794897,1.0,-0.06366197723675812
1091,-4.886921905584123,1.0,-0.204627783975294
1092,-13.962634015954636,1.0,-0.0716197243913529
1093,-28.274333882308145,1.0,-0.03536776513153229
1094,-48.869219055841214,1.0,-0.020462778397529406
1095,-76.79448708775051,1.0,-0.013021768071155071
1096,-113.09733552923261,1.0,-0.00884194128288307
1097,-158.82496193148398,1.0,-0.006296239506932123
1098,-215.0245638457016,1.0,-0.00465063145398395
1099,-282.74333882308133,1.0,-0.0035367765131532306
1100,-363.0284844148207,1.0,-0.0027546047842828027
1101,-456.92719817211463,1.0,-0.00218853244893363
1102,-565.4866776461632,1.0,-0.0017683882565766135
1103,-689.7541203881602,1.0,-0.001449791991727789
1104,-830.7767239493037,1.0,-0.00120369284691349
1105,-989.6016858807833,1.0,-0.0010105075751866387
1106,-1167.2762037338007,1.0,-0.0008566952678391546
1107,-1364.8474750595656,1.0,-0.0007326826024690834
1108,-1583.3626974092565,1.0,-0.0006315672344916479
1109,-1823.86906833408,1.0,-0.000548284971417054
1110,-2087.4137853852153,1.0,-0.0004790617016144013
1111,-2375.044046113875,1.0,-0.00042104482299443365
1112,-2687.807048071285,1.0,-0.000372050516318714
1113,-3026.7499888085767,1.0,-0.00033038738042372347
1114,-3392.9200658769864,1.0,-0.00029473137609610164
1115,-3787.3644768276736,1.0,-0.00026403585029070344
1116,-4211.130419211901,1.0,-0.000237465929679553
1117,-4665.265090580819,1.0,-0.00021435009170625745
1118,-5150.815688485627,1.0,-0.00019414400756669406
1119,-5668.829410477594,1.0,-0.00017640326204766688
1120,-6220.353454107875,1.0,-0.00016076256877969007
1121,-6806.435016927535,1.0,-0.00014691978950992848
1122,-7428.121296487948,1.0,-0.00013462354208900774
1123,-8086.459490339976,1.0,-0.00012366351444591944
1124,-8782.496796035577,1.0,-0.00011386283687019395
1125,-9517.28041112493,1.0,-0.00010507203284996006
1126,-10291.857533160337,1.0,-9.716418992179038e-05
1127,-393.7124986837528,1.0,-0.002539924445739387
1128,-371.90561991654,1.0,-0.002688854231953827
1129,-348.7351206923598,1.0,-0.0028675058537684824
1130,2.5132741228718345,1.0,0.3978873577297384
1131,-15.70796326794897,1.0,-0.06366197723675812
1132,-4.886921905584123,1.0,-0.204627783975294
1133,-13.962634015954636,1.0,-0.0716197243913529
1134,-28.274333882308145,1.0,-0.03536776513153229
1135,-48.869219055841214,1.0,-0.020462778397529406
1136,-76.79448708775051,1.0,-0.013021768071155071
1137,-113.09733552923261,1.0,-0.00884194128288307
1138,-158.82496193148398,1.0,-0.006296239506932123
1139,-215.0245638457016,1.0,-0.00465063145398395
1140,-282.74333882308133,1.0,-0.0035367765131532306
1141,-363.0284844148207,1.0,-0.0027546047842828027
1142,-456.92719817211463,1.0,-0.00218853244893363
1143,-565.4866776461632,1.0,-0.0017683882565766135
1144,-689.7541203881602,1.0,-0.001449791991727789
1145,-830.7767239493037,1.0,-0.00120369284691349
1146,-989.6016858807833,1.0,-0.0010105075751866387
1147,-1167.2762037338007,1.0,-0.0008566952678391546
1148,-1364.8474750595656,1.0,-0.0007326826024690834
1149,-1583.3626974092565,1.0,-0.0006315672344916479
1150,-1823.86906833408,1.0,-0.000548284971417054
1151,-2087.4137853852153,1.0,-0.0004790617016144013
1152,-2375.044046113875,1.0,-0.00042104482299443365
1153,-2687.807048071285,1.0,-0.000372050516318714
1154,-3026.7499888085767,1.0,-0.00033038738042372347
1155,-3392.9200658769864,1.0,-0.00029473137609610164
1156,-3787.3644768276736,1.0,-0.00026403585029070344
1157,-4211.130419211901,1.0,-0.000237465929679553
1158,-4665.265090580819,1.0,-0.00021435009170625745
1159,-5150.815688485627,1.0,-0.00019414400756669406
1160,-5668.829410477594,1.0,-0.00017640326204766688
1161,-6220.353454107875,1.0,-0.00016076256877969007
1162,-6806.435016927535,1.0,-0.00014691978950992848
1163,-7428.121296487948,1.0,-0.00013462354208900774
1164,-8086.459490339976,1.0,-0.00012366351444591944
1165,-8782.496796035577,1.0,-0.00011386283687019395
1166,-9517.28041112493,1.0,-0.00010507203284996006
1167,-413.8413249918185,1.0,-0.0024163850722732187
1168,-393.7124986837528,1.0,-0.002539924445739387
1169,-371.90561991654,1.0,-0.002688854231953827
1170,2.5132741228718345,1.0,0.3978873577297384
1171,-15.70796326794897,1.0,-0.06366197723675812
1172,-4.886921905584123,1.0,-0.204627783975294
1173,-13.962634015954636,1.0,-0.0716197243913529
1174,-28.274333882308145,1.0,-0.03536776513153229
1175,-48.869219055841214,1.0,-0.020462778397529406
1176,-76.79448708775051,1.0,-0.013021768071155071
1177,-113.09733552923261,1.0,-0.00884194128288307
1178,-158.82496193148398,1.0,-0.006296239506932123
1179,-215.0245638457016,1.0,-0.00465063145398395
1180,-282.74333882308133,1.0,-0.0035367765131532306
1181,-363.0284844148207,1.0,-0.0027546047842828027
1182,-456.92719817211463,1.0,-0.00218853244893363
1183,-565.4866776461632,1.0,-0.0017683882565766135
1184,-689.7541203881602,1.0,-0.001449791991727789
1185,-830.7767239493037,1.0,-0.00120369284691349
1186,-989.6016858807833,1.0,-0.0010105075751866387
1187,-1167.2762037338007,1.0,-0.0008566952678391546
1188,-1364.8474750595656,1.0,-0.0007326826024690834
1189,-1583.3626974092565,1.0,-0.0006315672344916479
1190,-1823.86906833408,1.0,-0.000548284971417054
1191,-2087.4137853852153,1.0,-0.0004790617016144013
1192,-2375.044046113875,1.0,-0.00042104482299443365
1193,-2687.807048071285,1.0,-0.000372050516318714
1194,-3026.7499888085767,1.0,-0.00033038738042372347
1195,-3392.9200658769864,1.0,-0.00029473137609610164
1196,-3787.3644768276736,1.0,-0.00026403585029070344
1197,-4211.130419211901,1.0,-0.000237465929679553
1198,-4665.265090580819,1.0,-0.00021435009170625745
1199,-5150.815688485627,1.0,-0.00019414400756669406
1200,-5668.829410477594,1.0,-0.00017640326204766688
1201,-6220.353454107875,1.0,-0.00016076256877969007
1202,-6806.435016927535,1.0,-0.00014691978950992848
1203,-7428.121296487948,1.0,-0.00013462354208900774
1204,-8086.459490339976,1.0,-0.00012366351444591944
1205,-8782.496796035577,1.0,-0.00011386283687019395
1206,-431.9907159588702,1.0,-0.0023148645631893856
1207,-413.8413249918185,1.0,-0.0024163850722732187
1208,-393.7124986837528,1.0,-0.002539924445739387
1209,2.5132741228718345,1.0,0.3978873577297384
1210,-15.70796326794897,1.0,-0.06366197723675812
1211,-4.886921905584123,1.0,-0.204627783975294
1212,-13.962634015954636,1.0,-0.0716197243913529
1213,-28.274333882308145,1.0,-0.03536776513153229
1214,-48.869219055841214,1.0,-0.020462778397529406
1215,-76.79448708775051,1.0,-0.013021768071155071
1216,-113.09733552923261,1.0,-0.00884194128288307
1217,-158.82496193148398,1.0,-0.006296239506932123
1218,-215.0245638457016,1.0,-0.00465063145398395
1219,-282.74333882308133,1.0,-0.0035367765131532306
1220,-363.0284844148207,1.0,-0.0027546047842828027
1221,-456.92719817211463,1.0,-0.00218853244893363
1222,-565.4866776461632,1.0,-0.0017683882565766135
1223,-689.7541203881602,1.0,-0.001449791991727789
1224,-830.7767239493037,1.0,-0.00120369284691349
1225,-989.6016858807833,1.0,-0.0010105075751866387
1226,-1167.2762037338007,1.0,-0.0008566952678391546
1227,-1364.8474750595656,1.0,-0.0007326826024690834
1228,-1583.3626974092565,1.0,-0.0006315672344916479
1229,-1823.86906833408,1.0,-0.000548284971417054
1230,-2087.4137853852153,1.0,-0.0004790617016144013
1231,-2375.044046113875,1.0,-0.00042104482299443365
1232,-2687.807048071285,1.0,-0.000372050516318714
1233,-3026.7499888085767,1.0,-0.00033038738042372347
1234,-3392.9200658769864,1.0,-0.00029473137609610164
1235,-3787.3644768276736,1.0,-0.00026403585029070344
1236,-4211.130419211901,1.0,-0.000237465929679553
1237,-4665.265090580819,1.0,-0.00021435009170625745
1238,-5150.815688485627,1.0,-0.00019414400756669406
1239,-5668.829410477594,1.0,-0.00017640326204766688
1240,-6220.353454107875,1.0,-0.00016076256877969007
1241,-6806.435016927535,1.0,-0.00014691978950992848
1242,-7428.121296487948,1.0,-0.00013462354208900774
1243,-8086.459490339976,1.0,-0.00012366351444591944
1244,-447.87968970338284,1.0,-0.0022327424596151474
1245,-431.9907159588702,1.0,-0.0023148645631893856
1246,-413.8413249918185,1.0,-0.0024163850722732187
1247,2.5132741228718345,1.0,0.3978873577297384
1248,-15.70796326794897,1.0,-0.06366197723675812
1249,-4.886921905584123,1.0,-0.204627783975294
1250,-13.962634015954636,1.0,-0.0716197243913529
1251,-28.274333882308145,1.0,-0.03536776513153229
1252,-48.869219055841214,1.0,-0.020462778397529406
1253,-76.79448708775051,1.0,-0.013021768071155071
1254,-113.09733552923261,1.0,-0.00884194128288307
1255,-158.82496193148398,1.0,-0.006296239506932123
1256,-215.0245638457016,1.0,-0.00465063145398395
1257,-282.74333882308133,1.0,-0.0035367765131532306
1258,-363.0284844148207,1.0,-0.0027546047842828027
1259,-456.92719817211463,1.0,-0.00218853244893363
1260,-565.4866776461632,1.0,-0.0017683882565766135
1261,-689.7541203881602,1.0,-0.001449791991727789
1262,-830.7767239493037,1.0,-0.00120369284691349
1263,-989.6016858807833,1.0,-0.0010105075751866387
1264,-1167.2762037338007,1.0,-0.0008566952678391546
1265,-1364.8474750595656,1.0,-0.0007326826024690834
1266,-1583.3626974092565,1.0,-0.0006315672344916479
1267,-1823.86906833408,1.0,-0.000548284971417054
1268,-2087.4137853852153,1.0,-0.0004790617016144013
1269,-2375.044046113875,1.0,-0.00042104482299443365
1270,-2687.807048071285,1.0,-0.000372050516318714
1271,-3026.7499888085767,1.0,-0.00033038738042372347
1272,-3392.9200658769864,1.0,-0.00029473137609610164
1273,-3787.3644768276736,1.0,-0.00026403585029070344
1274,-4211.130419211901,1.0,-0.000237465929679553
1275,-4665.265090580819,1.0,-0.00021435009170625745
1276,-5150.815688485627,1.0,-0.00019414400756669406
1277,-5668.829410477594,1.0,-0.00017640326204766688
1278,-6220.353454107875,1.0,-0.00016076256877969007
1279,-6806.435016927535,1.0,-0.00014691978950992848
1280,-7428.121296487948,1.0,-0.00013462354208900774
1281,-461.25502308002626,1.0,-0.002167998070400424
1282,-447.87968970338284,1.0,-0.0022327424596151474
1283,-431.9907159588702,1.0,-0.0023148645631893856
1284,2.5132741228718345,1.0,0.3978873577297384
1285,-15.70796326794897,1.0,-0.06366197723675812
1286,-4.886921905584123,1.0,-0.204627783975294
1287,-13.962634015954636,1.0,-0.0716197243913529
1288,-28.274333882308145,1.0,-0.03536776513153229
1289,-48.869219055841214,1.0,-0.020462778397529406
1290,-76.79448708775051,1.0,-0.013021768071155071
1291,-113.09733552923261,1.0,-0.00884194128288307
1292,-158.82496193148398,1.0,-0.006296239506932123
1293,-215.0245638457016,1.0,-0.00465063145398395
1294,-282.74333882308133,1.0,-0.0035367765131532306
1295,-363.0284844148207,1.0,-0.0027546047842828027
1296,-456.92719817211463,1.0,-0.00218853244893363
1297,-565.4866776461632,1.0,-0.0017683882565766135
1298,-689.7541203881602,1.0,-0.001449791991727789
1299,-830.7767239493037,1.0,-0.00120369284691349
1300,-989.6016858807833,1.0,-0.0010105075751866387
1301,-1167.2762037338007,1.0,-0.0008566952678391546
1302,-1364.8474750595656,1.0,-0.0007326826024690834
1303,-1583.3626974092565,1.0,-0.0006315672344916479
1304,-1823.86906833408,1.0,-0.000548284971417054
1305,-2087.4137853852153,1.0,-0.0004790617016144013
1306,-2375.044046113875,1.0,-0.00042104482299443365
1307,-2687.807048071285,1.0,-0.000372050516318714
1308,-3026.7499888085767,1.0,-0.00033038738042372347
1309,-3392.9200658769864,1.0,-0.00029473137609610164
1310,-3787.3644768276736,1.0,-0.00026403585029070344
1311,-4211.130419211901,1.0,-0.000237465929679553
1312,-4665.265090580819,1.0,-0.00021435009170625745
1313,-5150.815688485627,1.0,-0.00019414400756669406
1314,-5668.829410477594,1.0,-0.00017640326204766688
1315,-6220.353454107875,1.0,-0.00016076256877969007
1316,-6806.435016927535,1.0,-0.00014691978950992848
1317,-471.89828603762146,1.0,-0.00211910072485467
1318,-461.25502308002626,1.0,-0.002167998070400424
1319,-447.87968970338284,1.0,-0.0022327424596151474
1320,2.5132741228718345,1.0,0.3978873577297384
1321,-15.70796326794897,1.0,-0.06366197723675812
1322,-4.886921905584123,1.0,-0.204627783975294
1323,-13.962634015954636,1.0,-0.0716197243913529
1324,-28.274333882308145,1.0,-0.03536776513153229
1325,-48.869219055841214,1.0,-0.020462778397529406
1326,-76.79448708775051,1.0,-0.013021768071155071
1327,-113.09733552923261,1.0,-0.00884194128288307
1328,-158.82496193148398,1.0,-0.006296239506932123
1329,-215.0245638457016,1.0,-0.00465063145398395
1330,-282.74333882308133,1.0,-0.0035367765131532306
1331,-363.0284844148207,1.0,-0.0027546047842828027
1332,-456.92719817211463,1.0,-0.00218853244893363
1333,-565.4866776461632,1.0,-0.0017683882565766135
1334,-689.7541203881602,1.0,-0.001449791991727789
1335,-830.7767239493037,1.0,-0.00120369284691349
1336,-989.6016858807833,1.0,-0.0010105075751866387
1337,-1167.2762037338007,1.0,-0.0008566952678391546
1338,-1364.8474750595656,1.0,-0.0007326826024690834
1339,-1583.3626974092565,1.0,-0.0006315672344916479
1340,-1823.86906833408,1.0,-0.000548284971417054
1341,-2087.4137853852153,1.0,-0.0004790617016144013
1342,-2375.044046113875,1.0,-0.00042104482299443365
1343,-2687.807048071285,1.0,-0.000372050516318714
1344,-3026.7499888085767,1.0,-0.00033038738042372347
1345,-3392.9200658769864,1.0,-0.00029473137609610164
1346,-3787.3644768276736,1.0,-0.00026403585029070344
1347,-4211.130419211901,1.0,-0.000237465929679553
1348,-4665.265090580819,1.0,-0.00021435009170625745
1349,-5150.815688485627,1.0,-0.00019414400756669406
1350,-5668.829410477594,1.0,-0.00017640326204766688
1351,-6220.353454107875,1.0,-0.00016076256877969007
1352,-479.6322088833604,1.0,-0.0020849308730289742
1353,-471.89828603762146,1.0,-0.00211910072485467
1354,-461.25502308002626,1.0,-0.002167998070400424
1355,2.5132741228718345,1.0,0.3978873577297384
1356,-15.70796326794897,1.0,-0.06366197723675812
1357,-4.886921905584123,1.0,-0.204627783975294
1358,-13.962634015954636,1.0,-0.0716197243913529
1359,-28.274333882308145,1.0,-0.03536776513153229
1360,-48.869219055841214,1.0,-0.020462778397529406
1361,-76.79448708775051,1.0,-0.013021768071155071
1362,-113.09733552923261,1.0,-0.00884194128288307
1363,-158.82496193148398,1.0,-0.006296239506932123
1364,-215.0245638457016,1.0,-0.00465063145398395
1365,-282.74333882308133,1.0,-0.0035367765131532306
1366,-363.0284844148207,1.0,-0.0027546047842828027
1367,-456.92719817211463,1.0,-0.00218853244893363
1368,-565.4866776461632,1.0,-0.0017683882565766135
1369,-689.7541203881602,1.0,-0.001449791991727789
1370,-830.7767239493037,1.0,-0.00120369284691349
1371,-989.6016858807833,1.0,-0.0010105075751866387
1372,-1167.2762037338007,1.0,-0.0008566952678391546
1373,-1364.8474750595656,1.0,-0.0007326826024690834
1374,-1583.3626974092565,1.0,-0.0006315672344916479
1375,-1823.86906833408,1.0,-0.000548284971417054
1376,-2087.4137853852153,1.0,-0.0004790617016144013
1377,-2375.044046113875,1.0,-0.00042104482299443365
1378,-2687.807048071285,1.0,-0.000372050516318714
